	数字1		数字2		数字3		平均值		出现概率	
	7		8		28		14.333333333333334		0.024026696329254728	
	7		8		29		14.666666666666666		0.024471635150166853	
	7		8		30		15.0		0.024694104560622914	
	7		8		31		15.333333333333334		0.024916573971078975	
	7		9		10		8.666666666666666		0.00978865406006674	
	7		9		11		9.0		0.01067853170189099	
	7		9		12		9.333333333333334		0.011568409343715239	
	7		9		13		9.666666666666666		0.012458286985539488	
	7		9		14		10.0		0.0135706340378198	
	7		9		15		10.333333333333334		0.014460511679644048	
	7		9		16		10.666666666666666		0.01557285873192436	
	7		9		17		11.0		0.01668520578420467	
	7		9		18		11.333333333333334		0.017797552836484983	
	7		9		19		11.666666666666666		0.018687430478309234	
	7		9		20		12.0		0.019799777530589546	
	7		9		21		12.333333333333334		0.020467185761957732	
	7		9		22		12.666666666666666		0.02135706340378198	
	7		9		23		13.0		0.022024471635150165	
	7		9		24		13.333333333333334		0.022691879866518355	
	7		9		25		13.666666666666666		0.023136818687430477	
	7		9		26		14.0		0.023804226918798667	
	7		9		27		14.333333333333334		0.024026696329254728	
	7		9		28		14.666666666666666		0.024471635150166853	
	7		9		29		15.0		0.024694104560622914	
	7		9		30		15.333333333333334		0.024916573971078975	
	7		9		31		15.666666666666666		0.024916573971078975	
	7		10		11		9.333333333333334		0.011568409343715239	
	7		10		12		9.666666666666666		0.012458286985539488	
	7		10		13		10.0		0.0135706340378198	
	7		10		14		10.333333333333334		0.014460511679644048	
	7		10		15		10.666666666666666		0.01557285873192436	
	7		10		16		11.0		0.01668520578420467	
	7		10		17		11.333333333333334		0.017797552836484983	
	7		10		18		11.666666666666666		0.018687430478309234	
	7		10		19		12.0		0.019799777530589546	
	7		10		20		12.333333333333334		0.020467185761957732	
	7		10		21		12.666666666666666		0.02135706340378198	
	7		10		22		13.0		0.022024471635150165	
	7		10		23		13.333333333333334		0.022691879866518355	
	7		10		24		13.666666666666666		0.023136818687430477	
	7		10		25		14.0		0.023804226918798667	
	7		10		26		14.333333333333334		0.024026696329254728	
	7		10		27		14.666666666666666		0.024471635150166853	
	7		10		28		15.0		0.024694104560622914	
	7		10		29		15.333333333333334		0.024916573971078975	
	7		10		30		15.666666666666666		0.024916573971078975	
	7		10		31		16.0		0.02513904338153504	
	7		11		12		10.0		0.0135706340378198	
	7		11		13		10.333333333333334		0.014460511679644048	
	7		11		14		10.666666666666666		0.01557285873192436	
	7		11		15		11.0		0.01668520578420467	
	7		11		16		11.333333333333334		0.017797552836484983	
	7		11		17		11.666666666666666		0.018687430478309234	
	7		11		18		12.0		0.019799777530589546	
	7		11		19		12.333333333333334		0.020467185761957732	
	7		11		20		12.666666666666666		0.02135706340378198	
	7		11		21		13.0		0.022024471635150165	
	7		11		22		13.333333333333334		0.022691879866518355	
	7		11		23		13.666666666666666		0.023136818687430477	
	7		11		24		14.0		0.023804226918798667	
	7		11		25		14.333333333333334		0.024026696329254728	
	7		11		26		14.666666666666666		0.024471635150166853	
	7		11		27		15.0		0.024694104560622914	
	7		11		28		15.333333333333334		0.024916573971078975	
	7		11		29		15.666666666666666		0.024916573971078975	
	7		11		30		16.0		0.02513904338153504	
	7		11		31		16.333333333333332		0.024916573971078975	
	7		12		13		10.666666666666666		0.01557285873192436	
	7		12		14		11.0		0.01668520578420467	
	7		12		15		11.333333333333334		0.017797552836484983	
	7		12		16		11.666666666666666		0.018687430478309234	
	7		12		17		12.0		0.019799777530589546	
	7		12		18		12.333333333333334		0.020467185761957732	
	7		12		19		12.666666666666666		0.02135706340378198	
	7		12		20		13.0		0.022024471635150165	
	7		12		21		13.333333333333334		0.022691879866518355	
	7		12		22		13.666666666666666		0.023136818687430477	
	7		12		23		14.0		0.023804226918798667	
	7		12		24		14.333333333333334		0.024026696329254728	
	7		12		25		14.666666666666666		0.024471635150166853	
	7		12		26		15.0		0.024694104560622914	
	7		12		27		15.333333333333334		0.024916573971078975	
	7		12		28		15.666666666666666		0.024916573971078975	
	7		12		29		16.0		0.02513904338153504	
	7		12		30		16.333333333333332		0.024916573971078975	
	7		12		31		16.666666666666668		0.024916573971078975	
	7		13		14		11.333333333333334		0.017797552836484983	
	7		13		15		11.666666666666666		0.018687430478309234	
	7		13		16		12.0		0.019799777530589546	
	7		13		17		12.333333333333334		0.020467185761957732	
	7		13		18		12.666666666666666		0.02135706340378198	
	7		13		19		13.0		0.022024471635150165	
	7		13		20		13.333333333333334		0.022691879866518355	
	7		13		21		13.666666666666666		0.023136818687430477	
	7		13		22		14.0		0.023804226918798667	
	7		13		23		14.333333333333334		0.024026696329254728	
	7		13		24		14.666666666666666		0.024471635150166853	
	7		13		25		15.0		0.024694104560622914	
	7		13		26		15.333333333333334		0.024916573971078975	
	7		13		27		15.666666666666666		0.024916573971078975	
	7		13		28		16.0		0.02513904338153504	
	7		13		29		16.333333333333332		0.024916573971078975	
	7		13		30		16.666666666666668		0.024916573971078975	
	7		13		31		17.0		0.024694104560622914	
	7		14		15		12.0		0.019799777530589546	
	7		14		16		12.333333333333334		0.020467185761957732	
	7		14		17		12.666666666666666		0.02135706340378198	
	7		14		18		13.0		0.022024471635150165	
	7		14		19		13.333333333333334		0.022691879866518355	
	7		14		20		13.666666666666666		0.023136818687430477	
	7		14		21		14.0		0.023804226918798667	
	7		14		22		14.333333333333334		0.024026696329254728	
	7		14		23		14.666666666666666		0.024471635150166853	
	7		14		24		15.0		0.024694104560622914	
	7		14		25		15.333333333333334		0.024916573971078975	
	7		14		26		15.666666666666666		0.024916573971078975	
	7		14		27		16.0		0.02513904338153504	
	7		14		28		16.333333333333332		0.024916573971078975	
	7		14		29		16.666666666666668		0.024916573971078975	
	7		14		30		17.0		0.024694104560622914	
	7		14		31		17.333333333333332		0.024471635150166853	
	7		15		16		12.666666666666666		0.02135706340378198	
	7		15		17		13.0		0.022024471635150165	
	7		15		18		13.333333333333334		0.022691879866518355	
	7		15		19		13.666666666666666		0.023136818687430477	
	7		15		20		14.0		0.023804226918798667	
	7		15		21		14.333333333333334		0.024026696329254728	
	7		15		22		14.666666666666666		0.024471635150166853	
	7		15		23		15.0		0.024694104560622914	
	7		15		24		15.333333333333334		0.024916573971078975	
	7		15		25		15.666666666666666		0.024916573971078975	
	7		15		26		16.0		0.02513904338153504	
	7		15		27		16.333333333333332		0.024916573971078975	
	7		15		28		16.666666666666668		0.024916573971078975	
	7		15		29		17.0		0.024694104560622914	
	7		15		30		17.333333333333332		0.024471635150166853	
	7		15		31		17.666666666666668		0.024026696329254728	
	7		16		17		13.333333333333334		0.022691879866518355	
	7		16		18		13.666666666666666		0.023136818687430477	
	7		16		19		14.0		0.023804226918798667	
	7		16		20		14.333333333333334		0.024026696329254728	
	7		16		21		14.666666666666666		0.024471635150166853	
	7		16		22		15.0		0.024694104560622914	
	7		16		23		15.333333333333334		0.024916573971078975	
	7		16		24		15.666666666666666		0.024916573971078975	
	7		16		25		16.0		0.02513904338153504	
	7		16		26		16.333333333333332		0.024916573971078975	
	7		16		27		16.666666666666668		0.024916573971078975	
	7		16		28		17.0		0.024694104560622914	
	7		16		29		17.333333333333332		0.024471635150166853	
	7		16		30		17.666666666666668		0.024026696329254728	
	7		16		31		18.0		0.023804226918798667	
	7		17		18		14.0		0.023804226918798667	
	7		17		19		14.333333333333334		0.024026696329254728	
	7		17		20		14.666666666666666		0.024471635150166853	
	7		17		21		15.0		0.024694104560622914	
	7		17		22		15.333333333333334		0.024916573971078975	
	7		17		23		15.666666666666666		0.024916573971078975	
	7		17		24		16.0		0.02513904338153504	
	7		17		25		16.333333333333332		0.024916573971078975	
	7		17		26		16.666666666666668		0.024916573971078975	
	7		17		27		17.0		0.024694104560622914	
	7		17		28		17.333333333333332		0.024471635150166853	
	7		17		29		17.666666666666668		0.024026696329254728	
	7		17		30		18.0		0.023804226918798667	
	7		17		31		18.333333333333332		0.023136818687430477	
	7		18		19		14.666666666666666		0.024471635150166853	
	7		18		20		15.0		0.024694104560622914	
	7		18		21		15.333333333333334		0.024916573971078975	
	7		18		22		15.666666666666666		0.024916573971078975	
	7		18		23		16.0		0.02513904338153504	
	7		18		24		16.333333333333332		0.024916573971078975	
	7		18		25		16.666666666666668		0.024916573971078975	
	7		18		26		17.0		0.024694104560622914	
	7		18		27		17.333333333333332		0.024471635150166853	
	7		18		28		17.666666666666668		0.024026696329254728	
	7		18		29		18.0		0.023804226918798667	
	7		18		30		18.333333333333332		0.023136818687430477	
	7		18		31		18.666666666666668		0.022691879866518355	
	7		19		20		15.333333333333334		0.024916573971078975	
	7		19		21		15.666666666666666		0.024916573971078975	
	7		19		22		16.0		0.02513904338153504	
	7		19		23		16.333333333333332		0.024916573971078975	
	7		19		24		16.666666666666668		0.024916573971078975	
	7		19		25		17.0		0.024694104560622914	
	7		19		26		17.333333333333332		0.024471635150166853	
	7		19		27		17.666666666666668		0.024026696329254728	
	7		19		28		18.0		0.023804226918798667	
	7		19		29		18.333333333333332		0.023136818687430477	
	7		19		30		18.666666666666668		0.022691879866518355	
	7		19		31		19.0		0.022024471635150165	
	7		20		21		16.0		0.02513904338153504	
	7		20		22		16.333333333333332		0.024916573971078975	
	7		20		23		16.666666666666668		0.024916573971078975	
	7		20		24		17.0		0.024694104560622914	
	7		20		25		17.333333333333332		0.024471635150166853	
	7		20		26		17.666666666666668		0.024026696329254728	
	7		20		27		18.0		0.023804226918798667	
	7		20		28		18.333333333333332		0.023136818687430477	
	7		20		29		18.666666666666668		0.022691879866518355	
	7		20		30		19.0		0.022024471635150165	
	7		20		31		19.333333333333332		0.02135706340378198	
	7		21		22		16.666666666666668		0.024916573971078975	
	7		21		23		17.0		0.024694104560622914	
	7		21		24		17.333333333333332		0.024471635150166853	
	7		21		25		17.666666666666668		0.024026696329254728	
	7		21		26		18.0		0.023804226918798667	
	7		21		27		18.333333333333332		0.023136818687430477	
	7		21		28		18.666666666666668		0.022691879866518355	
	7		21		29		19.0		0.022024471635150165	
	7		21		30		19.333333333333332		0.02135706340378198	
	7		21		31		19.666666666666668		0.020467185761957732	
	7		22		23		17.333333333333332		0.024471635150166853	
	7		22		24		17.666666666666668		0.024026696329254728	
	7		22		25		18.0		0.023804226918798667	
	7		22		26		18.333333333333332		0.023136818687430477	
	7		22		27		18.666666666666668		0.022691879866518355	
	7		22		28		19.0		0.022024471635150165	
	7		22		29		19.333333333333332		0.02135706340378198	
	7		22		30		19.666666666666668		0.020467185761957732	
	7		22		31		20.0		0.019799777530589546	
	7		23		24		18.0		0.023804226918798667	
	7		23		25		18.333333333333332		0.023136818687430477	
	7		23		26		18.666666666666668		0.022691879866518355	
	7		23		27		19.0		0.022024471635150165	
	7		23		28		19.333333333333332		0.02135706340378198	
	7		23		29		19.666666666666668		0.020467185761957732	
	7		23		30		20.0		0.019799777530589546	
	7		23		31		20.333333333333332		0.018687430478309234	
	7		24		25		18.666666666666668		0.022691879866518355	
	7		24		26		19.0		0.022024471635150165	
	7		24		27		19.333333333333332		0.02135706340378198	
	7		24		28		19.666666666666668		0.020467185761957732	
	7		24		29		20.0		0.019799777530589546	
	7		24		30		20.333333333333332		0.018687430478309234	
	7		24		31		20.666666666666668		0.017797552836484983	
	7		25		26		19.333333333333332		0.02135706340378198	
	7		25		27		19.666666666666668		0.020467185761957732	
	7		25		28		20.0		0.019799777530589546	
	7		25		29		20.333333333333332		0.018687430478309234	
	7		25		30		20.666666666666668		0.017797552836484983	
	7		25		31		21.0		0.01668520578420467	
	7		26		27		20.0		0.019799777530589546	
	7		26		28		20.333333333333332		0.018687430478309234	
	7		26		29		20.666666666666668		0.017797552836484983	
	7		26		30		21.0		0.01668520578420467	
	7		26		31		21.333333333333332		0.01557285873192436	
	7		27		28		20.666666666666668		0.017797552836484983	
	7		27		29		21.0		0.01668520578420467	
	7		27		30		21.333333333333332		0.01557285873192436	
	7		27		31		21.666666666666668		0.014460511679644048	
	7		28		29		21.333333333333332		0.01557285873192436	
	7		28		30		21.666666666666668		0.014460511679644048	
	7		28		31		22.0		0.0135706340378198	
	7		29		30		22.0		0.0135706340378198	
	7		29		31		22.333333333333332		0.012458286985539488	
	7		30		31		22.666666666666668		0.011568409343715239	
	8		9		10		9.0		0.01067853170189099	
	8		9		11		9.333333333333334		0.011568409343715239	
	8		9		12		9.666666666666666		0.012458286985539488	
	8		9		13		10.0		0.0135706340378198	
	8		9		14		10.333333333333334		0.014460511679644048	
	8		9		15		10.666666666666666		0.01557285873192436	
	8		9		16		11.0		0.01668520578420467	
	8		9		17		11.333333333333334		0.017797552836484983	
	8		9		18		11.666666666666666		0.018687430478309234	
	8		9		19		12.0		0.019799777530589546	
	8		9		20		12.333333333333334		0.020467185761957732	
	8		9		21		12.666666666666666		0.02135706340378198	
	8		9		22		13.0		0.022024471635150165	
	8		9		23		13.333333333333334		0.022691879866518355	
	8		9		24		13.666666666666666		0.023136818687430477	
	8		9		25		14.0		0.023804226918798667	
	8		9		26		14.333333333333334		0.024026696329254728	
	8		9		27		14.666666666666666		0.024471635150166853	
	8		9		28		15.0		0.024694104560622914	
	8		9		29		15.333333333333334		0.024916573971078975	
	8		9		30		15.666666666666666		0.024916573971078975	
	8		9		31		16.0		0.02513904338153504	
	8		10		11		9.666666666666666		0.012458286985539488	
	8		10		12		10.0		0.0135706340378198	
	8		10		13		10.333333333333334		0.014460511679644048	
	8		10		14		10.666666666666666		0.01557285873192436	
	8		10		15		11.0		0.01668520578420467	
	8		10		16		11.333333333333334		0.017797552836484983	
	8		10		17		11.666666666666666		0.018687430478309234	
	8		10		18		12.0		0.019799777530589546	
	8		10		19		12.333333333333334		0.020467185761957732	
	8		10		20		12.666666666666666		0.02135706340378198	
	8		10		21		13.0		0.022024471635150165	
	8		10		22		13.333333333333334		0.022691879866518355	
	8		10		23		13.666666666666666		0.023136818687430477	
	8		10		24		14.0		0.023804226918798667	
	8		10		25		14.333333333333334		0.024026696329254728	
	8		10		26		14.666666666666666		0.024471635150166853	
	8		10		27		15.0		0.024694104560622914	
	8		10		28		15.333333333333334		0.024916573971078975	
	8		10		29		15.666666666666666		0.024916573971078975	
	8		10		30		16.0		0.02513904338153504	
	8		10		31		16.333333333333332		0.024916573971078975	
	8		11		12		10.333333333333334		0.014460511679644048	
	8		11		13		10.666666666666666		0.01557285873192436	
	8		11		14		11.0		0.01668520578420467	
	8		11		15		11.333333333333334		0.017797552836484983	
	8		11		16		11.666666666666666		0.018687430478309234	
	8		11		17		12.0		0.019799777530589546	
	8		11		18		12.333333333333334		0.020467185761957732	
	8		11		19		12.666666666666666		0.02135706340378198	
	8		11		20		13.0		0.022024471635150165	
	8		11		21		13.333333333333334		0.022691879866518355	
	8		11		22		13.666666666666666		0.023136818687430477	
	8		11		23		14.0		0.023804226918798667	
	8		11		24		14.333333333333334		0.024026696329254728	
	8		11		25		14.666666666666666		0.024471635150166853	
	8		11		26		15.0		0.024694104560622914	
	8		11		27		15.333333333333334		0.024916573971078975	
	8		11		28		15.666666666666666		0.024916573971078975	
	8		11		29		16.0		0.02513904338153504	
	8		11		30		16.333333333333332		0.024916573971078975	
	8		11		31		16.666666666666668		0.024916573971078975	
	8		12		13		11.0		0.01668520578420467	
	8		12		14		11.333333333333334		0.017797552836484983	
	8		12		15		11.666666666666666		0.018687430478309234	
	8		12		16		12.0		0.019799777530589546	
	8		12		17		12.333333333333334		0.020467185761957732	
	8		12		18		12.666666666666666		0.02135706340378198	
	8		12		19		13.0		0.022024471635150165	
	8		12		20		13.333333333333334		0.022691879866518355	
	8		12		21		13.666666666666666		0.023136818687430477	
	8		12		22		14.0		0.023804226918798667	
	8		12		23		14.333333333333334		0.024026696329254728	
	8		12		24		14.666666666666666		0.024471635150166853	
	8		12		25		15.0		0.024694104560622914	
	8		12		26		15.333333333333334		0.024916573971078975	
	8		12		27		15.666666666666666		0.024916573971078975	
	8		12		28		16.0		0.02513904338153504	
	8		12		29		16.333333333333332		0.024916573971078975	
	8		12		30		16.666666666666668		0.024916573971078975	
	8		12		31		17.0		0.024694104560622914	
	8		13		14		11.666666666666666		0.018687430478309234	
	8		13		15		12.0		0.019799777530589546	
	8		13		16		12.333333333333334		0.020467185761957732	
	8		13		17		12.666666666666666		0.02135706340378198	
	8		13		18		13.0		0.022024471635150165	
	8		13		19		13.333333333333334		0.022691879866518355	
	8		13		20		13.666666666666666		0.023136818687430477	
	8		13		21		14.0		0.023804226918798667	
	8		13		22		14.333333333333334		0.024026696329254728	
	8		13		23		14.666666666666666		0.024471635150166853	
	8		13		24		15.0		0.024694104560622914	
	8		13		25		15.333333333333334		0.024916573971078975	
	8		13		26		15.666666666666666		0.024916573971078975	
	8		13		27		16.0		0.02513904338153504	
	8		13		28		16.333333333333332		0.024916573971078975	
	8		13		29		16.666666666666668		0.024916573971078975	
	8		13		30		17.0		0.024694104560622914	
	8		13		31		17.333333333333332		0.024471635150166853	
	8		14		15		12.333333333333334		0.020467185761957732	
	8		14		16		12.666666666666666		0.02135706340378198	
	8		14		17		13.0		0.022024471635150165	
	8		14		18		13.333333333333334		0.022691879866518355	
	8		14		19		13.666666666666666		0.023136818687430477	
	8		14		20		14.0		0.023804226918798667	
	8		14		21		14.333333333333334		0.024026696329254728	
	8		14		22		14.666666666666666		0.024471635150166853	
	8		14		23		15.0		0.024694104560622914	
	8		14		24		15.333333333333334		0.024916573971078975	
	8		14		25		15.666666666666666		0.024916573971078975	
	8		14		26		16.0		0.02513904338153504	
	8		14		27		16.333333333333332		0.024916573971078975	
	8		14		28		16.666666666666668		0.024916573971078975	
	8		14		29		17.0		0.024694104560622914	
	8		14		30		17.333333333333332		0.024471635150166853	
	8		14		31		17.666666666666668		0.024026696329254728	
	8		15		16		13.0		0.022024471635150165	
	8		15		17		13.333333333333334		0.022691879866518355	
	8		15		18		13.666666666666666		0.023136818687430477	
	8		15		19		14.0		0.023804226918798667	
	8		15		20		14.333333333333334		0.024026696329254728	
	8		15		21		14.666666666666666		0.024471635150166853	
	8		15		22		15.0		0.024694104560622914	
	8		15		23		15.333333333333334		0.024916573971078975	
	8		15		24		15.666666666666666		0.024916573971078975	
	8		15		25		16.0		0.02513904338153504	
	8		15		26		16.333333333333332		0.024916573971078975	
	8		15		27		16.666666666666668		0.024916573971078975	
	8		15		28		17.0		0.024694104560622914	
	8		15		29		17.333333333333332		0.024471635150166853	
	8		15		30		17.666666666666668		0.024026696329254728	
	8		15		31		18.0		0.023804226918798667	
	8		16		17		13.666666666666666		0.023136818687430477	
	8		16		18		14.0		0.023804226918798667	
	8		16		19		14.333333333333334		0.024026696329254728	
	8		16		20		14.666666666666666		0.024471635150166853	
	8		16		21		15.0		0.024694104560622914	
	8		16		22		15.333333333333334		0.024916573971078975	
	8		16		23		15.666666666666666		0.024916573971078975	
	8		16		24		16.0		0.02513904338153504	
	8		16		25		16.333333333333332		0.024916573971078975	
	8		16		26		16.666666666666668		0.024916573971078975	
	8		16		27		17.0		0.024694104560622914	
	8		16		28		17.333333333333332		0.024471635150166853	
	8		16		29		17.666666666666668		0.024026696329254728	
	8		16		30		18.0		0.023804226918798667	
	8		16		31		18.333333333333332		0.023136818687430477	
	8		17		18		14.333333333333334		0.024026696329254728	
	8		17		19		14.666666666666666		0.024471635150166853	
	8		17		20		15.0		0.024694104560622914	
	8		17		21		15.333333333333334		0.024916573971078975	
	8		17		22		15.666666666666666		0.024916573971078975	
	8		17		23		16.0		0.02513904338153504	
	8		17		24		16.333333333333332		0.024916573971078975	
	8		17		25		16.666666666666668		0.024916573971078975	
	8		17		26		17.0		0.024694104560622914	
	8		17		27		17.333333333333332		0.024471635150166853	
	8		17		28		17.666666666666668		0.024026696329254728	
	8		17		29		18.0		0.023804226918798667	
	8		17		30		18.333333333333332		0.023136818687430477	
	8		17		31		18.666666666666668		0.022691879866518355	
	8		18		19		15.0		0.024694104560622914	
	8		18		20		15.333333333333334		0.024916573971078975	
	8		18		21		15.666666666666666		0.024916573971078975	
	8		18		22		16.0		0.02513904338153504	
	8		18		23		16.333333333333332		0.024916573971078975	
	8		18		24		16.666666666666668		0.024916573971078975	
	8		18		25		17.0		0.024694104560622914	
	8		18		26		17.333333333333332		0.024471635150166853	
	8		18		27		17.666666666666668		0.024026696329254728	
	8		18		28		18.0		0.023804226918798667	
	8		18		29		18.333333333333332		0.023136818687430477	
	8		18		30		18.666666666666668		0.022691879866518355	
	8		18		31		19.0		0.022024471635150165	
	8		19		20		15.666666666666666		0.024916573971078975	
	8		19		21		16.0		0.02513904338153504	
	8		19		22		16.333333333333332		0.024916573971078975	
	8		19		23		16.666666666666668		0.024916573971078975	
	8		19		24		17.0		0.024694104560622914	
	8		19		25		17.333333333333332		0.024471635150166853	
	8		19		26		17.666666666666668		0.024026696329254728	
	8		19		27		18.0		0.023804226918798667	
	8		19		28		18.333333333333332		0.023136818687430477	
	8		19		29		18.666666666666668		0.022691879866518355	
	8		19		30		19.0		0.022024471635150165	
	8		19		31		19.333333333333332		0.02135706340378198	
	8		20		21		16.333333333333332		0.024916573971078975	
	8		20		22		16.666666666666668		0.024916573971078975	
	8		20		23		17.0		0.024694104560622914	
	8		20		24		17.333333333333332		0.024471635150166853	
	8		20		25		17.666666666666668		0.024026696329254728	
	8		20		26		18.0		0.023804226918798667	
	8		20		27		18.333333333333332		0.023136818687430477	
	8		20		28		18.666666666666668		0.022691879866518355	
	8		20		29		19.0		0.022024471635150165	
	8		20		30		19.333333333333332		0.02135706340378198	
	8		20		31		19.666666666666668		0.020467185761957732	
	8		21		22		17.0		0.024694104560622914	
	8		21		23		17.333333333333332		0.024471635150166853	
	8		21		24		17.666666666666668		0.024026696329254728	
	8		21		25		18.0		0.023804226918798667	
	8		21		26		18.333333333333332		0.023136818687430477	
	8		21		27		18.666666666666668		0.022691879866518355	
	8		21		28		19.0		0.022024471635150165	
	8		21		29		19.333333333333332		0.02135706340378198	
	8		21		30		19.666666666666668		0.020467185761957732	
	8		21		31		20.0		0.019799777530589546	
	8		22		23		17.666666666666668		0.024026696329254728	
	8		22		24		18.0		0.023804226918798667	
	8		22		25		18.333333333333332		0.023136818687430477	
	8		22		26		18.666666666666668		0.022691879866518355	
	8		22		27		19.0		0.022024471635150165	
	8		22		28		19.333333333333332		0.02135706340378198	
	8		22		29		19.666666666666668		0.020467185761957732	
	8		22		30		20.0		0.019799777530589546	
	8		22		31		20.333333333333332		0.018687430478309234	
	8		23		24		18.333333333333332		0.023136818687430477	
	8		23		25		18.666666666666668		0.022691879866518355	
	8		23		26		19.0		0.022024471635150165	
	8		23		27		19.333333333333332		0.02135706340378198	
	8		23		28		19.666666666666668		0.020467185761957732	
	8		23		29		20.0		0.019799777530589546	
	8		23		30		20.333333333333332		0.018687430478309234	
	8		23		31		20.666666666666668		0.017797552836484983	
	8		24		25		19.0		0.022024471635150165	
	8		24		26		19.333333333333332		0.02135706340378198	
	8		24		27		19.666666666666668		0.020467185761957732	
	8		24		28		20.0		0.019799777530589546	
	8		24		29		20.333333333333332		0.018687430478309234	
	8		24		30		20.666666666666668		0.017797552836484983	
	8		24		31		21.0		0.01668520578420467	
	8		25		26		19.666666666666668		0.020467185761957732	
	8		25		27		20.0		0.019799777530589546	
	8		25		28		20.333333333333332		0.018687430478309234	
	8		25		29		20.666666666666668		0.017797552836484983	
	8		25		30		21.0		0.01668520578420467	
	8		25		31		21.333333333333332		0.01557285873192436	
	8		26		27		20.333333333333332		0.018687430478309234	
	8		26		28		20.666666666666668		0.017797552836484983	
	8		26		29		21.0		0.01668520578420467	
	8		26		30		21.333333333333332		0.01557285873192436	
	8		26		31		21.666666666666668		0.014460511679644048	
	8		27		28		21.0		0.01668520578420467	
	8		27		29		21.333333333333332		0.01557285873192436	
	8		27		30		21.666666666666668		0.014460511679644048	
	8		27		31		22.0		0.0135706340378198	
	8		28		29		21.666666666666668		0.014460511679644048	
	8		28		30		22.0		0.0135706340378198	
	8		28		31		22.333333333333332		0.012458286985539488	
	8		29		30		22.333333333333332		0.012458286985539488	
	8		29		31		22.666666666666668		0.011568409343715239	
	8		30		31		23.0		0.01067853170189099	
	9		10		11		10.0		0.0135706340378198	
	9		10		12		10.333333333333334		0.014460511679644048	
	9		10		13		10.666666666666666		0.01557285873192436	
	9		10		14		11.0		0.01668520578420467	
	9		10		15		11.333333333333334		0.017797552836484983	
	9		10		16		11.666666666666666		0.018687430478309234	
	9		10		17		12.0		0.019799777530589546	
	9		10		18		12.333333333333334		0.020467185761957732	
	9		10		19		12.666666666666666		0.02135706340378198	
	9		10		20		13.0		0.022024471635150165	
	9		10		21		13.333333333333334		0.022691879866518355	
	9		10		22		13.666666666666666		0.023136818687430477	
	9		10		23		14.0		0.023804226918798667	
	9		10		24		14.333333333333334		0.024026696329254728	
	9		10		25		14.666666666666666		0.024471635150166853	
	9		10		26		15.0		0.024694104560622914	
	9		10		27		15.333333333333334		0.024916573971078975	
	9		10		28		15.666666666666666		0.024916573971078975	
	9		10		29		16.0		0.02513904338153504	
	9		10		30		16.333333333333332		0.024916573971078975	
	9		10		31		16.666666666666668		0.024916573971078975	
	9		11		12		10.666666666666666		0.01557285873192436	
	9		11		13		11.0		0.01668520578420467	
	9		11		14		11.333333333333334		0.017797552836484983	
	9		11		15		11.666666666666666		0.018687430478309234	
	9		11		16		12.0		0.019799777530589546	
	9		11		17		12.333333333333334		0.020467185761957732	
	9		11		18		12.666666666666666		0.02135706340378198	
	9		11		19		13.0		0.022024471635150165	
	9		11		20		13.333333333333334		0.022691879866518355	
	9		11		21		13.666666666666666		0.023136818687430477	
	9		11		22		14.0		0.023804226918798667	
	9		11		23		14.333333333333334		0.024026696329254728	
	9		11		24		14.666666666666666		0.024471635150166853	
	9		11		25		15.0		0.024694104560622914	
	9		11		26		15.333333333333334		0.024916573971078975	
	9		11		27		15.666666666666666		0.024916573971078975	
	9		11		28		16.0		0.02513904338153504	
	9		11		29		16.333333333333332		0.024916573971078975	
	9		11		30		16.666666666666668		0.024916573971078975	
	9		11		31		17.0		0.024694104560622914	
	9		12		13		11.333333333333334		0.017797552836484983	
	9		12		14		11.666666666666666		0.018687430478309234	
	9		12		15		12.0		0.019799777530589546	
	9		12		16		12.333333333333334		0.020467185761957732	
	9		12		17		12.666666666666666		0.02135706340378198	
	9		12		18		13.0		0.022024471635150165	
	9		12		19		13.333333333333334		0.022691879866518355	
	9		12		20		13.666666666666666		0.023136818687430477	
	9		12		21		14.0		0.023804226918798667	
	9		12		22		14.333333333333334		0.024026696329254728	
	9		12		23		14.666666666666666		0.024471635150166853	
	9		12		24		15.0		0.024694104560622914	
	9		12		25		15.333333333333334		0.024916573971078975	
	9		12		26		15.666666666666666		0.024916573971078975	
	9		12		27		16.0		0.02513904338153504	
	9		12		28		16.333333333333332		0.024916573971078975	
	9		12		29		16.666666666666668		0.024916573971078975	
	9		12		30		17.0		0.024694104560622914	
	9		12		31		17.333333333333332		0.024471635150166853	
	9		13		14		12.0		0.019799777530589546	
	9		13		15		12.333333333333334		0.020467185761957732	
	9		13		16		12.666666666666666		0.02135706340378198	
	9		13		17		13.0		0.022024471635150165	
	9		13		18		13.333333333333334		0.022691879866518355	
	9		13		19		13.666666666666666		0.023136818687430477	
	9		13		20		14.0		0.023804226918798667	
	9		13		21		14.333333333333334		0.024026696329254728	
	9		13		22		14.666666666666666		0.024471635150166853	
	9		13		23		15.0		0.024694104560622914	
	9		13		24		15.333333333333334		0.024916573971078975	
	9		13		25		15.666666666666666		0.024916573971078975	
	9		13		26		16.0		0.02513904338153504	
	9		13		27		16.333333333333332		0.024916573971078975	
	9		13		28		16.666666666666668		0.024916573971078975	
	9		13		29		17.0		0.024694104560622914	
	9		13		30		17.333333333333332		0.024471635150166853	
	9		13		31		17.666666666666668		0.024026696329254728	
	9		14		15		12.666666666666666		0.02135706340378198	
	9		14		16		13.0		0.022024471635150165	
